"X","NDX","ATVI","ADBE","AMD","ALXN","ALGN","GOOGL","GOOG","AMZN","AMGN","ADI","ANSS","AAPL","AMAT","ASML","ADSK","ADP","BIDU","BIIB","BMRN","BKNG","AVGO","CDNS","CDW","CERN","CHTR","CHKP","CTAS","CSCO","CTXS","CTSH","CMCSA","CPRT","COST","CSX","DXCM","DOCU","DLTR","EBAY","EA","EXC","EXPE","FB","FAST","FISV","GILD","IDXX","ILMN","INCY","INTC","INTU","ISRG","JD","KLAC","KHC","LRCX","LBTYA","LBTYK","LULU","MAR","MXIM","MELI","MCHP","MU","MSFT","MRNA","MDLZ","MNST","NTES","NFLX","NVDA","NXPI","ORLY","PCAR","PAYX","PYPL","PEP","PDD","QCOM","REGN","ROST","SGEN","SIRI","SWKS","SPLK","SBUX","SNPS","TMUS","TTWO","TSLA","TXN","TCOM","ULTA","VRSN","VRSK","VRTX","WBA","WDAY","WDC","XEL","XLNX"
"2019-01-16",6668.560059,46.448936,241.949997,19.73,111.699997,206.789993,1089.51001,1080.969971,1683.780029,189.104401,83.893036,157.130005,37.900158,32.69162,154.008163,135.300003,127.678909,169.75,332.029999,95.709999,1680.569946,233.780945,45.369999,78.860703,52.806313,293.809998,104.43,176.554245,41.651733,104.70256,64.287781,34.596218,49.32,206.779572,63.830296,147.050003,43.060001,93.860001,29.508352,89.919998,43.15752,114.256271,147.539993,25.853615,72.57,63.301109,197.240005,305.630005,76.559998,46.152443,207.613373,515.929993,22.33,87.540283,42.574753,133.976028,22.27,21.620001,142.240005,107.30584,49.11245,344.920013,73.049187,33.580002,103.025009,16.26,41.097267,53.810001,48.75861,351.390015,148.060486,76.591522,344,56.610161,64.771873,90.550003,102.967163,25.139999,52.193775,404.540009,89.074715,71.669998,5.934372,66.64827,116.790001,61.61895,88.949997,66.690002,105.93,69.209999,92.477379,31.09,282.01001,161.630005,111.642921,186.149994,67.641014,165.339996,35.904362,47.980167,88.145973
"2019-01-17",6718.450195,46.695324,244.399994,20.25,114.620003,212.669998,1099.119995,1089.900024,1693.219971,191.985306,85.638405,158.309998,38.125195,33.566246,154.262741,136.5,127.85202,168.110001,338.339996,97.510002,1724.51001,237.152527,45.740002,79.085953,52.570042,294.410004,105.949997,179.168839,41.888603,104.722137,65.030426,34.605854,49.740002,208.038864,63.547157,149.5,44.900002,94.57,29.596029,89.309998,43.364834,114.955597,148.300003,27.391844,74.5,64.24633,196.899994,310.049988,78.669998,46.478474,209.333679,534.280029,22.139999,89.426582,42.792904,136.882462,21.959999,21.42,145.139999,106.510483,49.725651,342.230011,74.09024,33.880001,103.748474,16.309999,41.453629,54.27,48.36734,353.190002,150.9254,77.373665,348.220001,57.816631,65.027245,90.400002,103.803513,24.540001,51.7216,417.380005,89.617554,71.220001,5.963945,66.871078,118.550003,62.111744,89.139999,66.25,105.370003,69.461998,92.829514,31.610001,283.899994,163.419998,111.820786,190.520004,67.631615,166.580002,34.61359,48.400288,89.850639
"2019-01-18",6784.609863,47.946972,247.509995,20.77,117.050003,220.089996,1107.300049,1098.26001,1696.199951,193.848892,88.097336,161.710007,38.360023,34.703266,159.315414,141.729996,130.006287,171.360001,337.420013,97.690002,1760.26001,242.251694,46.619999,79.996666,53.219784,291.399994,106.839996,183.130341,42.66555,106.355507,66.271423,34.894955,50.060001,210.134399,65.763359,149.520004,47,94.660004,30.200029,92.519997,43.421371,116.698997,150.039993,28.352036,77.82,64.742332,200.869995,312.75,78.419998,47.168896,211.449448,542.549988,23.26,92.130951,43.201923,142.473251,22.16,21.57,152.070007,107.080002,50.574688,350.660004,75.53994,35.759998,105.30294,16.690001,41.761837,55.580002,48.463238,339.100006,156.108093,78.986839,351.5,59.362434,66.114975,91.120003,104.611359,24.99,52.193775,418.839996,91.798775,73.610001,5.963945,67.878555,120.720001,62.517574,91.489998,66.959999,108.260002,60.452,94.618736,32.400002,291.5,164.440002,114.330719,194.699997,68.044983,172.080002,37.204628,48.409843,91.097481
"2019-01-22",6646.810059,46.379948,243.850006,19.76,114.290001,216.160004,1078.630005,1070.52002,1632.170044,192.042358,85.946976,161.029999,37.498989,33.46907,156.181992,139.059998,128.073196,160.389999,338.959991,95.660004,1708.97998,239.90181,45.779999,78.664841,52.156567,284.970001,106.660004,181.001022,42.428677,105.876259,65.274712,33.699989,49.639999,208.963638,64.26963,150.820007,45.849998,95.730003,32.051003,91.309998,43.581566,113.911537,147.570007,28.232611,78.190002,64.152733,201.309998,303.619995,77.330002,46.286694,209.936768,536.780029,21.68,89.705688,42.974689,135.076782,22.389999,21.85,149.470001,105.32235,48.952076,330.859985,73.146484,33.869999,103.318306,15.56,41.540314,55.48,47.0075,325.160004,147.990829,77.324776,345.450012,58.485847,65.642067,89.940002,104.459305,25.17,51.268311,404.75,90.436737,70.75,5.76679,66.745132,118.980003,63.184311,89.790001,66.830002,107.330002,59.784,91.953972,30.959999,288.850006,163.070007,114.92363,193.880005,67.255836,170.770004,35.648106,48.362103,88.10701
"2019-01-23",6658.759766,45.354977,245.139999,19.799999,117,217.220001,1084.410034,1075.569946,1640.02002,191.643005,85.686623,158.630005,37.65065,33.342735,158.747467,137.490005,129.275375,163.259995,337.220001,93.580002,1744.310059,239.1866,45.48,79.702881,53.239471,284.529999,107.400002,180.386993,43.072968,106.27726,65.528786,35.550266,49.27,208.658676,63.537407,146.539993,45.400002,94.440002,31.76848,89.129997,44.165794,114.8965,144.300003,28.137068,80.589996,63.871971,201.639999,302.290009,75.199997,45.970249,209.837906,529.950012,21.969999,88.396812,42.774727,134.536072,22.27,21.639999,149.850006,106.137352,49.084152,328.880005,72.348671,34.240002,104.325279,14.79,41.9063,55.18,47.239574,321.98999,148.508072,77.139023,347.899994,58.080551,66.05822,90.5,105.238625,26.67,48.888573,401.209991,90.318298,70.529999,5.756932,66.134842,119.440002,64.189224,89.980003,67.800003,99.809998,57.518002,90.878517,30.290001,288.200012,163.089996,115.427589,189.889999,67.368568,171.660004,35.705048,48.820419,87.230324
"2019-01-24",6702.549805,46.58691,242.559998,20.85,117.910004,220.669998,1084,1073.900024,1654.930054,191.082047,91.366264,158.100006,37.352219,36.75378,165.386429,136.050003,129.592743,162.699997,332.869995,92.68,1795.670044,244.787308,45.939999,79.477661,53.613567,287.579987,107.349998,180.763351,43.215099,99.626381,66.564583,34.923874,49.509998,206.907455,63.508118,144.080002,46.709999,94.559998,31.807457,91.480003,44.250599,115.654922,145.830002,28.094074,82.790001,63.506989,206.160004,301.059998,77.010002,47.715473,209.758789,536.119995,22.1,94.594688,42.302071,155.65358,22.719999,22.02,148.429993,106.284637,51.452038,339.149994,76.318314,36.59,103.826683,14.64,41.444,55.360001,46.104141,326.670013,157.013306,82.369614,339.940002,58.240784,65.850143,92.199997,104.069641,28.74,47.982006,407.929993,90.012344,71.040001,5.668213,67.839798,119.949997,62.556232,91.419998,68.660004,101.489998,58.301998,97.15979,31.690001,287.98999,163.479996,114.775398,186.580002,67.002182,171.199997,38.096779,49.068672,103.312653
"2019-01-25",6787.370117,47.109253,244.949997,21.93,121.440002,227.220001,1101.51001,1090.98999,1670.569946,188.99028,94.181984,161.649994,38.589962,38.085159,172.985016,142.080002,131.189209,167.100006,336.769989,95.440002,1802.199951,248.864761,46.59,80.26107,54.046726,291.410004,107.989998,183.199661,43.707794,100.399063,68.421196,34.480572,50.080002,205.687515,64.630844,145.009995,48.57,96.919998,32.849834,91.739998,43.751175,115.349586,149.009995,28.438025,85.07,64.480286,208.850006,293.880005,79.949997,45.107239,211.874573,515.039978,23.629999,97.57814,42.49295,159.79599,23.15,22.35,151.889999,107.865555,53.084091,342.880005,78.449059,38.959999,104.775009,14.91,41.145424,55.849998,46.528011,338.049988,159.311218,83.337524,337.440002,59.089088,66.578453,94.279999,103.927071,29.5,48.444736,418.290009,91.305298,72.739998,5.737217,70.203484,122.059998,64.826958,93.550003,68.480003,103.699997,59.408001,99.367744,32.310001,290.720001,165.960007,115.852493,189.5,67.537666,175.580002,40.963051,48.257072,107.511009
"2019-01-28",6697.089844,46.064571,241.850006,20.18,119.209999,221.490005,1079.859985,1070.079956,1637.890015,182.505829,93.863777,160.699997,38.232826,37.608974,170.527222,140.770004,130.314041,167.5,330.01001,93.190002,1813.599976,248.567551,46.459999,80.36879,54.095951,290.859985,109.639999,181.228821,43.347748,99.743752,67.375626,34.085464,49.84,207.360031,64.05484,141.360001,48.82,95.620003,33.142101,90.470001,43.487339,115.280647,147.470001,28.371147,85.209999,63.553791,205.699997,287.679993,80.660004,44.790791,208.661362,496.730011,23.719999,97.857239,42.629292,160.346375,23.43,22.620001,149.699997,108.533257,52.452023,355,78.079346,38.080002,102.73172,14.45,41.530678,55.560001,46.274837,335.660004,137.287201,83.748154,335.670013,57.778923,66.209564,92.300003,103.423355,29,47.821461,413.950012,90.347916,72.25,5.668213,70.416611,119.550003,64.643372,91.650002,67.620003,102.389999,59.276001,97.721306,31.889999,290.279999,166.160004,114.854454,188.089996,67.246445,172.5,41.760292,48.171135,106.527176
"2019-01-29",6632.790039,45.069168,238.270004,19.25,119.610001,222.029999,1070.060059,1060.619995,1593.880005,182.657959,93.54557,158.860001,37.836552,37.123066,170.977661,140.160004,128.871445,165.270004,334.480011,94.18,1808.800049,247.360123,46.299999,80.221901,53.652943,289.779999,110.760002,181.337769,43.546719,98.971069,67.092255,34.769684,49.580002,206.907455,63.869331,140.050003,48.299999,96.199997,32.820614,87.239998,43.534451,115.320045,144.190002,28.648216,83.629997,65.126015,204.289993,285.26001,79.290001,44.627777,205.972153,494.25,23.52,97.193184,42.611118,159.313187,23.530001,22.700001,148.949997,109.112617,51.867123,351.230011,77.339905,37.389999,100.639549,14.63,41.829254,55.48,45.66684,328.899994,130.910782,83.826347,339.23999,61.115589,65.954185,91.120003,103.594421,30.190001,46.650486,417.149994,90.278831,73.199997,5.658354,69.302574,118.209999,64.778648,90.339996,67.779999,100.809998,59.492001,96.455521,31.690001,288.820007,164.410004,114.854454,186.380005,67.171288,166.690002,40.384102,48.352554,106.556404
"2019-01-30",6807.910156,45.640789,242.669998,23.09,121.32,232.830002,1097.98999,1089.060059,1670.430054,175.764694,95.474136,162.990005,40.422104,38.483601,173.503998,146,134.074371,169.339996,327.859985,96.970001,1818.699951,251.539734,47.48,81.259926,53.643101,289.910004,110.93,184.823868,44.257336,99.332954,68.206215,34.143288,50.139999,207.930634,64.728493,143.610001,49.369999,96.040001,33.200554,89.230003,43.958477,117.624855,150.419998,28.960972,84.660004,65.350624,207.679993,272.570007,79.980003,45.586693,211.676834,508.480011,24.639999,101.995598,42.49295,165.048813,23.77,22.959999,148.610001,111.587082,51.376564,362.019989,78.312843,38.240002,104.00267,15.13,42.195251,56.220001,46.616238,340.660004,136.670441,85.762161,345.679993,61.030762,67.287842,92.419998,105.324173,28.82,47.377625,419.910004,91.088158,75.129997,5.835794,71.608139,122.779999,65.851212,92.43,68.32,102.599998,61.754002,97.951561,32.43,288.600006,168.25,116.109421,187.050003,67.274635,172.619995,41.598949,48.619904,109.955986
"2019-01-31",6906.839844,46.55735,247.820007,24.41,122.959999,248.949997,1125.890015,1116.369995,1718.72998,177.903961,95.329491,164.350006,40.713184,37.97826,171.388901,147.199997,134.487946,172.630005,333.779999,98.169998,1832.810059,249.152725,48.029999,81.543907,54.056564,331.049988,111.919998,185.705307,44.806885,100.291481,68.088951,35.241886,50.630001,211.157578,64.142708,141.029999,49.450001,96.830002,32.781647,92.239998,45.004436,117.457413,166.690002,29.090881,82.93,65.519081,212.779999,279.790009,80.589996,45.183949,213.377365,523.640015,24.85,102.5634,43.683666,163.745255,24.4,23.559999,147.809998,112.461006,51.197323,364,78.196106,38.220001,102.096245,16.6,44.554939,57.240002,48.319393,339.5,142.997116,85.087555,344.660004,61.756542,67.497581,88.760002,107.08242,29.209999,46.763805,429.269989,90.920372,76.43,5.747075,70.755661,124.839996,65.841545,93.349998,69.620003,105.550003,61.403999,96.55143,33.299999,291.920013,169.270004,116.020485,190.910004,67.885277,181.529999,42.699902,49.994858,109.040344
"2019-02-01",6875.52002,45.345116,247.380005,24.51,126.279999,244,1118.619995,1110.75,1626.22998,177.865952,96.949493,167.550003,40.732758,38.201778,174.698608,149.070007,136.199814,171.270004,330.910004,98.620003,1836.959961,247.815231,48.68,81.818115,54.007351,340.950012,112.57,186.794724,44.854259,101.514061,68.538452,35.453896,50.919998,206.868103,64.630844,141.779999,49.959999,96.690002,33.424614,91.220001,44.721748,120.136536,165.710007,29.134186,82.919998,65.556519,205.380005,282.859985,82.919998,46.727787,212.022873,524.650024,24.629999,102.938736,43.41098,166.825516,24.74,23.9,146.119995,112.500282,51.518078,364.660004,79.655533,39.599998,100.483116,16.219999,43.890377,57.950001,47.908951,339.850006,143.971985,86.426994,346.75,61.228695,68.527191,90.010002,106.626228,28.959999,46.848797,430.149994,90.535446,77.029999,5.894941,71.646889,127.300003,65.812561,94.790001,69.629997,104.949997,62.442001,97.807709,33.529999,291.359985,170.520004,117.364388,191.520004,67.528275,186.059998,44.60759,49.784798,109.118263
"2019-02-04",6959.959961,46.103992,254.740005,24.129999,123.75,244.539993,1141.420044,1132.800049,1633.310059,177.01973,96.139503,169.050003,41.889771,37.803337,175.824661,151.589996,138.132874,173.940002,334.070007,98.400002,1860.98999,252.747192,49.689999,82.444832,54.726006,337,114.279999,188.527878,44.863728,102.599716,69.662186,35.43462,51.529999,207.763367,65.82193,144.490005,51.040001,98.540001,34.145512,88.43,44.608669,121.68293,169.25,29.552794,84.089996,65.556519,203.160004,281.040009,81.599998,47.197662,218.409775,522.429993,24.290001,103.006096,43.383713,167.202087,25.85,24.879999,146.639999,113.560776,51.933159,368.079987,80.346329,39.470001,103.376968,16.27,44.410473,58.18,48.261856,351.339996,148.398666,86.720291,356.170013,61.502041,69.089684,91.660004,107.48159,29.93,46.924339,425.399994,91.137497,76.449997,5.954088,72.528435,128.830002,65.30043,97.559998,69.410004,106.300003,62.577999,97.625504,33.66,289.040009,173.289993,117.937523,187.979996,67.133698,186.779999,45.414318,50.013954,107.345413
"2019-02-05",7023.52002,47.148674,254.820007,23.309999,122.870003,243.509995,1151.869995,1145.98999,1658.810059,179.044952,96.814499,170.220001,42.606483,38.017136,177.832016,152.419998,139.729355,176.229996,336.98999,97.580002,1902.26001,250.778137,50.080002,83.757065,54.548805,340.700012,115.370003,189.954025,44.778454,103.753853,69.584015,35.800823,51.84,208.186447,66.651779,148.740005,52.450001,98.099998,34.418293,92.519997,44.561562,124.31279,171.160004,29.649027,85.110001,63.338551,207.979996,281.869995,81.400002,47.9552,221.949249,522.890015,25.42,102.765495,43.756382,167.713837,25.99,25.01,146.889999,114.798012,52.065235,363.25,80.988464,39.369999,104.823891,17.18,44.285267,57.610001,49.243855,355.809998,149.164642,88.225914,358.209991,61.803669,70.300438,92.269997,107.30101,30.33,47.906456,421.040009,91.97644,75.68,5.934372,73.584328,129.559998,67.00106,98.709999,66.849998,107.290001,64.269997,98.124176,34.259998,294.040009,173.779999,118.510651,187.020004,66.992783,189.289993,44.996716,50.033054,108.459534
"2019-02-06",6997.620117,42.378616,254.350006,23.26,121.029999,244.039993,1122.890015,1115.22998,1640.26001,181.37439,98.752716,170.779999,42.621162,39.144428,182.972809,152.279999,139.969757,173.850006,333.23999,95.949997,1906.930054,256.54599,50.48,83.619965,55.395439,343.51001,115.900002,189.706436,44.986912,103.28437,72.798897,35.820087,51.93,208.17659,66.476051,145.160004,51.299999,97.790001,34.564423,80.209999,44.589828,125.957687,170.490005,29.600912,84.610001,64.339905,208.830002,284.179993,81.419998,48.153027,222.038239,521.950012,25.110001,103.766411,43.347355,171.0065,25.34,24.379999,145.759995,115.151505,52.99918,358.920013,86.894279,41.52,103.660484,18.139999,44.497154,57.360001,46.633495,352.190002,152.198669,90.386589,353.619995,61.794235,70.262299,92.25,107.443581,28,48.255859,406.559998,91.453339,75.68,5.885083,82.041306,128.210007,66.874802,99.739998,66.940002,92.529999,63.444,102.113594,33.900002,293.450012,173.889999,118.224098,182.389999,67.143097,188.479996,45.556679,50.061695,111.674805
